"seqn","acd010a","acd010b","acd010c","acq020","acq030","acd040","acq050","acq060","acd070","acd080"
12942,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12943,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12945,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12947,NA,NA,NA,1,1,1,1,1,4,4
12948,NA,NA,NA,4,3,3,5,5,1,4
12949,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12950,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12951,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12952,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12953,1,NA,3,NA,NA,NA,NA,NA,NA,NA
12954,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12955,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12956,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12957,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12958,NA,NA,NA,4,3,5,5,5,4,4
12959,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12960,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12961,NA,NA,NA,3,3,4,3,4,1,1
12962,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12963,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
12964,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12965,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12970,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12972,NA,NA,NA,4,1,3,4,4,4,4
12973,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12974,NA,NA,NA,4,2,5,5,5,4,4
12975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12976,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12977,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12978,NA,NA,NA,4,1,4,5,5,2,2
12979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12980,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12981,NA,NA,NA,4,5,4,5,4,1,1
12982,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12983,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12988,NA,NA,NA,1,1,1,1,1,4,4
12989,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12993,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
12997,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13014,NA,NA,NA,5,5,5,9,5,1,1
13015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13019,NA,NA,NA,4,3,4,4,5,1,4
13021,1,NA,3,NA,NA,NA,NA,NA,NA,NA
13022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13025,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13026,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13029,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13033,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13034,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13038,NA,NA,NA,5,5,5,5,5,1,1
13040,NA,NA,NA,4,2,2,4,4,4,4
13041,NA,NA,NA,3,1,2,3,3,4,4
13043,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13044,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13045,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13046,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13048,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13049,NA,NA,NA,4,3,3,5,3,4,1
13050,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13054,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13055,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13056,NA,NA,NA,2,1,3,3,3,1,1
13057,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13059,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13060,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13061,NA,NA,NA,2,1,1,1,2,4,4
13062,NA,NA,NA,3,2,2,4,3,4,4
13063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13065,NA,NA,NA,3,1,3,3,5,5,5
13066,NA,NA,NA,4,4,1,1,3,1,1
13069,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13070,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13071,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13073,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13074,NA,NA,NA,1,1,1,1,1,4,4
13075,NA,NA,NA,4,1,1,1,1,1,1
13076,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13077,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13078,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13079,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13082,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13084,NA,NA,NA,5,5,5,5,5,1,1
13086,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13087,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13088,NA,NA,NA,5,5,5,5,5,1,1
13089,NA,NA,NA,2,1,1,1,1,4,4
13092,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13096,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13097,NA,NA,NA,1,1,1,1,1,4,4
13098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13101,NA,NA,NA,1,1,1,1,1,4,4
13105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13107,NA,NA,NA,1,1,1,1,1,4,4
13108,NA,NA,NA,3,3,4,4,4,4,4
13109,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13111,NA,NA,NA,2,1,1,2,2,4,4
13113,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,1,NA,3,NA,NA,NA,NA,NA,NA,NA
13117,NA,NA,NA,2,1,1,1,1,4,4
13119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13120,NA,NA,NA,4,5,5,5,4,1,1
13122,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13124,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13125,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13127,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13132,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13133,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13142,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13144,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13146,NA,NA,NA,2,2,3,3,3,1,1
13147,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13148,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13150,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13151,NA,NA,NA,4,2,2,4,5,4,5
13152,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13158,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13160,NA,NA,NA,5,1,1,3,3,4,4
13163,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13167,NA,NA,NA,2,1,1,1,2,2,2
13169,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13170,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13174,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13175,NA,NA,NA,1,1,1,3,3,4,4
13176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13178,NA,NA,NA,4,1,4,5,5,4,4
13179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13180,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13183,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13185,NA,NA,NA,2,1,1,1,3,4,4
13186,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13189,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13194,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13196,NA,NA,NA,3,1,1,5,1,4,4
13198,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13200,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13201,NA,NA,NA,3,1,1,3,3,4,4
13202,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13203,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13204,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13205,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13206,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13207,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13211,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13213,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13214,NA,NA,NA,3,1,1,2,2,4,4
13215,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13216,NA,NA,NA,2,1,3,2,2,1,1
13217,NA,NA,NA,3,1,2,4,5,4,4
13219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13221,NA,NA,NA,5,5,5,5,5,1,1
13223,NA,NA,NA,3,1,2,5,3,4,4
13224,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13225,NA,NA,NA,2,1,2,1,2,4,4
13227,NA,NA,NA,1,1,1,1,1,4,4
13228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13229,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13230,NA,NA,NA,3,3,3,3,3,4,4
13231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13232,NA,NA,NA,5,4,5,5,5,4,4
13234,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13236,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13237,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13239,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13241,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13242,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13244,1,NA,3,NA,NA,NA,NA,NA,NA,NA
13245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13246,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13247,NA,NA,NA,3,1,3,3,3,4,4
13248,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13249,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13250,NA,NA,NA,3,3,3,3,3,1,1
13251,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
13252,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13253,NA,NA,NA,5,5,5,5,5,1,1
13254,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13256,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13258,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13260,NA,NA,NA,4,3,3,3,3,1,1
13261,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13262,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13263,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13264,NA,NA,NA,3,3,3,2,3,4,1
13265,NA,NA,NA,1,1,1,1,1,4,4
13267,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13268,NA,NA,NA,4,2,3,4,4,4,4
13269,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13270,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13271,NA,NA,NA,3,1,1,2,5,4,4
13272,NA,NA,NA,9,9,9,9,9,4,4
13273,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13274,NA,NA,NA,1,1,3,3,3,4,1
13276,NA,NA,NA,5,5,5,5,5,1,1
13277,NA,NA,NA,5,4,5,5,5,1,1
13278,1,NA,3,NA,NA,NA,NA,NA,NA,NA
13280,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13281,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13283,NA,NA,NA,2,1,3,2,2,4,4
13284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13285,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13287,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13289,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13290,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13291,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13292,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13293,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13295,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13296,NA,NA,NA,1,1,1,1,1,4,4
13297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13299,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13301,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13303,NA,NA,NA,4,2,3,4,4,4,4
13304,NA,NA,NA,1,1,1,1,1,4,4
13305,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13306,NA,NA,NA,1,1,1,1,1,4,4
13307,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13309,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13310,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13311,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13312,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13313,NA,NA,NA,5,5,5,5,5,1,1
13315,NA,NA,NA,2,1,2,1,2,4,1
13317,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13318,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13320,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13321,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13322,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13324,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13326,NA,NA,NA,3,1,3,1,3,1,1
13327,NA,NA,NA,1,1,1,1,1,4,4
13328,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13330,NA,NA,NA,5,2,4,5,4,1,1
13331,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13333,NA,NA,NA,1,1,1,1,1,4,4
13334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13335,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13338,NA,NA,NA,4,2,4,3,4,1,1
13339,NA,NA,NA,1,1,1,1,1,5,5
13340,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13345,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13346,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13348,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13349,NA,NA,NA,2,1,3,3,3,4,4
13354,NA,NA,NA,1,1,1,1,1,4,4
13356,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13357,NA,NA,NA,5,5,5,5,5,1,1
13358,NA,NA,NA,4,3,5,5,3,4,4
13359,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13360,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13362,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13364,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13365,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13366,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13367,NA,NA,NA,1,1,1,1,1,99,99
13368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13370,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13371,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13372,NA,NA,NA,1,1,1,1,1,4,4
13374,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13376,NA,NA,NA,4,2,4,5,4,4,4
13377,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13379,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13382,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13383,NA,NA,NA,1,1,1,1,1,4,4
13384,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13385,NA,NA,NA,4,2,2,2,2,1,1
13386,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13387,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13388,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13389,NA,NA,NA,4,5,5,5,9,1,1
13391,NA,NA,NA,5,5,5,5,5,1,1
13392,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13393,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13394,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13396,NA,NA,NA,4,2,2,2,2,2,2
13397,NA,NA,NA,3,3,3,9,4,1,1
13400,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13401,NA,NA,NA,1,1,1,1,1,4,4
13404,NA,NA,NA,1,1,1,1,1,4,4
13406,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13407,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13408,NA,NA,NA,4,4,4,4,4,1,4
13409,NA,NA,NA,5,5,5,5,5,1,1
13411,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13412,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13413,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13415,NA,NA,NA,4,5,5,5,5,1,1
13416,NA,NA,NA,3,1,4,1,2,2,2
13417,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13420,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13422,NA,NA,NA,4,5,3,5,5,1,1
13425,NA,NA,NA,5,5,5,5,5,1,1
13426,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13428,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13430,1,NA,3,NA,NA,NA,NA,NA,NA,NA
13431,NA,NA,NA,1,1,1,1,2,4,4
13432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13433,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13434,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13436,NA,NA,NA,3,3,2,5,5,4,4
13438,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13439,NA,NA,NA,1,1,1,1,1,4,4
13442,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13443,NA,NA,NA,2,1,1,1,1,4,4
13444,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13445,NA,NA,NA,3,1,1,3,3,4,4
13446,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13448,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13451,NA,NA,NA,3,2,2,4,3,4,4
13458,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13460,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13461,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13462,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13463,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13466,NA,NA,NA,2,1,3,3,4,4,4
13467,NA,NA,NA,1,1,1,1,1,4,4
13468,NA,NA,NA,1,1,1,1,1,4,4
13470,NA,NA,NA,1,1,1,1,1,4,4
13471,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13472,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13473,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13475,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13476,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13477,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13478,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13479,NA,NA,NA,1,1,1,1,1,4,4
13480,NA,NA,NA,5,5,5,5,5,1,1
13481,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13485,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13486,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13487,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13488,NA,NA,NA,5,5,3,3,3,1,1
13489,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13490,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13493,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13494,NA,NA,NA,1,1,1,1,1,4,4
13496,NA,NA,NA,2,1,3,3,3,4,4
13498,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13500,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13501,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13502,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13504,NA,NA,NA,5,5,5,5,5,1,1
13505,NA,NA,NA,2,1,1,1,1,4,4
13506,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13507,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13508,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13509,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13510,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13511,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13512,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13513,NA,NA,NA,5,5,5,5,4,1,1
13515,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13516,NA,NA,NA,4,4,5,5,5,2,2
13517,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13518,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13519,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13522,NA,NA,NA,2,1,3,3,3,5,5
13523,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13524,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13525,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13526,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13527,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13528,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13529,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13530,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13531,NA,NA,NA,3,1,2,4,5,4,4
13532,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13535,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13538,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13539,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
13540,NA,NA,NA,5,5,5,5,5,1,1
13541,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13542,NA,NA,NA,5,5,5,5,5,1,1
13543,NA,NA,NA,2,1,2,2,2,4,4
13545,NA,NA,NA,5,1,5,5,5,4,4
13548,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13549,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13550,NA,NA,NA,4,5,5,5,5,1,1
13551,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13552,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13553,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13554,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13555,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13556,NA,NA,NA,4,2,1,3,3,1,1
13558,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13559,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13560,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13561,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13563,NA,NA,NA,1,1,1,1,1,4,4
13564,NA,NA,NA,2,1,1,1,1,4,4
13565,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13566,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13567,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13568,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13570,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
