"seqn","cbd071","cbd091","cbd111","cbd121","cbd131"
98337,200,30,300,400,0
98338,200,40,0,40,0
98339,107,0,30,40,0
98340,600,0,200,120,0
98341,20,0,180,0,0
98342,700,0,0,100,0
98343,300,0,400,200,40
98344,250,25,50,50,0
98345,400,0,0,300,100
98346,504,0,100,100,100
98347,214,0,107,0,0
98348,200,0,200,150,30
98349,500,80,0,160,0
98350,300,0,0,420,0
98351,642,0,200,80,30
98352,800,0,0,428,0
98353,428,0,60,171,0
98354,1285,428,214,428,428
98355,1500,0,300,800,20
98356,800,0,0,20,30
98357,150,0,150,40,30
98358,107,25,0,85,0
98359,400,0,500,500,200
98360,400,100,60,300,0
98361,650,150,0,214,0
98362,400,100,20,100,34
98363,600,0,120,30,0
98364,300,0,250,250,200
98365,500,0,100,50,0
98366,150,50,0,0,0
98367,2000,250,500,1500,250
98368,300,0,150,100,0
98369,250,0,50,125,0
98370,30,0,7,50,85
98371,300,100,60,25,30
98372,60,0,20,0,0
98373,400,50,0,257,0
98374,268,0,20,60,15
98375,492,0,514,0,0
98376,1071,107,214,257,0
98377,350,0,100,200,20
98378,650,0,100,342,0
98379,300,55,0,30,0
98380,300,0,30,340,70
98381,2000,250,500,1500,250
98382,300,0,400,200,0
98383,535,40,428,0,0
98384,200,0,100,50,0
98385,700,125,0,300,100
98386,200,0,0,999999,999999
98387,500,100,30,800,0
98388,300,0,200,550,60
98389,300,0,100,150,0
98390,120,40,180,999999,999999
98391,NA,NA,NA,NA,NA
98392,250,0,50,300,250
98393,214,0,0,128,0
98394,300,150,100,200,50
98395,500,0,300,40,0
98396,500,0,500,200,100
98397,535,0,0,100,30
98398,400,0,200,200,214
98399,300,0,200,550,60
98400,500,0,250,200,0
98401,250,30,20,50,0
98402,857,85,0,300,0
98403,300,40,500,75,30
98404,550,0,150,50,0
98405,600,30,42,50,0
98406,642,0,100,150,25
98407,428,107,0,51,0
98408,300,25,200,50,25
98409,500,0,0,200,0
98410,1500,0,500,240,0
98411,1028,0,128,300,0
98412,500,0,500,150,0
98413,257,0,0,85,0
98414,400,50,25,30,0
98415,278,34,0,80,0
98416,0,0,30,300,214
98417,200,30,5,20,0
98418,1714,857,428,600,214
98419,250,0,150,428,128
98420,600,50,50,125,0
98421,NA,NA,NA,NA,NA
98422,110,0,20,50,0
98423,321,0,200,100,0
98424,400,10,80,0,100
98425,NA,NA,NA,NA,NA
98426,400,0,40,65,100
98427,300,30,100,100,0
98428,214,0,214,107,0
98429,100,0,35,250,0
98430,650,0,100,342,0
98431,300,25,50,20,0
98432,350,0,50,25,25
98433,428,85,0,20,20
98434,857,20,85,500,0
98435,150,107,40,10,0
98436,400,0,0,50,0
98437,700,0,150,20,10
98438,642,0,100,171,171
98439,857,20,85,500,0
98440,342,171,171,128,42
98441,2571,857,100,214,214
98442,0,0,400,30,30
98443,200,0,100,100,0
98444,300,0,100,20,0
98445,250,20,50,999999,999999
98446,800,200,100,85,85
98447,642,0,0,50,50
98448,250,50,100,200,50
98449,720,0,200,0,0
98450,500,0,250,300,0
98451,1300,300,100,400,150
98452,400,0,60,400,200
98453,800,0,150,214,0
98454,428,50,0,250,0
98455,400,25,40,30,10
98456,1714,214,0,10,999999
98457,128,0,0,0,0
98458,642,0,471,257,60
98459,300,0,200,100,0
98460,50,10,100,200,0
98461,200,0,0,150,0
98462,750,35,0,500,130
98463,300,50,0,40,0
98464,0,0,642,68,0
98465,1000,100,0,20,0
98466,300,214,857,128,0
98467,800,0,642,214,342
98468,857,0,128,0,0
98469,857,0,0,171,0
98470,685,0,771,1071,0
98471,300,214,0,50,0
98472,400,200,200,642,0
98473,50,0,0,0,0
98474,200,40,100,50,20
98475,300,0,70,150,25
98476,100,0,500,40,0
98477,1200,50,0,400,0
98478,500,100,30,800,0
98479,200,75,200,200,50
98480,400,50,100,400,0
98481,500,0,200,214,0
98482,600,0,200,100,0
98483,500,50,0,85,0
98484,1000,0,1285,700,500
98485,200,30,100,60,0
98486,40,0,700,160,22
98487,642,0,214,214,0
98488,NA,NA,NA,NA,NA
98489,120,0,330,50,0
98490,700,50,400,600,50
98491,0,0,560,0,90
98492,50,0,500,50,30
98493,400,0,857,428,50
98494,250,50,150,200,50
98495,1000,0,100,37,0
98496,0,0,260,50,0
98497,0,0,200,60,20
98498,130,25,40,25,0
98499,857,171,100,200,200
98500,514,0,200,18,0
98501,400,55,0,30,0
98502,270,0,0,15,0
98503,0,0,0,0,0
98504,642,0,200,0,40
98505,428,0,214,428,250
98506,NA,NA,NA,NA,NA
98507,540,0,30,100,0
98508,1000,0,0,700,500
98509,500,0,0,100,0
98510,1100,0,0,857,0
98511,400,0,200,200,0
98512,600,0,50,25,0
98513,857,0,0,0,0
98514,500,0,300,214,85
98515,400,50,200,400,0
98516,200,0,400,100,0
98517,360,85,0,0,0
98518,1000,200,0,100,0
98519,150,0,150,40,0
98520,761,0,0,0,0
98521,NA,NA,NA,NA,NA
98522,525,125,0,75,0
98523,500,150,20,40,0
98524,1200,50,50,100,40
98525,500,0,30,300,100
98526,500,150,0,400,50
98527,450,0,0,100,25
98528,200,50,50,25,0
98529,200,0,35,999999,0
98530,500,100,321,75,0
98531,300,0,100,100,171
98532,200,0,0,300,0
98533,200,0,180,200,75
98534,857,0,200,100,250
98535,350,20,50,80,50
98536,300,100,100,128,0
98537,642,0,214,171,85
98538,428,85,85,25,20
98539,500,100,214,642,214
98540,70,0,0,0,0
98541,0,0,200,50,0
98542,1500,0,200,100,0
98543,300,0,400,214,0
98544,428,25,100,30,20
98545,150,0,280,20,0
98546,800,0,100,100,30
98547,200,55,0,100,0
98548,600,0,120,30,0
98549,300,0,0,100,0
98550,214,0,100,600,250
98551,NA,NA,NA,NA,NA
98552,NA,NA,NA,NA,NA
98553,NA,NA,NA,NA,NA
98554,321,0,107,0,0
98555,400,0,400,200,20
98556,642,0,642,642,0
98557,265,35,140,25,0
98558,428,64,30,999999,40
98559,250,0,50,600,200
98560,710,0,0,128,0
98561,450,100,150,300,75
98562,100,0,0,0,0
98563,514,0,0,171,0
98564,857,214,321,214,0
98565,250,0,50,75,25
98566,150,0,160,20,20
98567,1200,200,150,200,0
98568,400,999999,300,40,0
98569,600,0,0,150,0
98570,450,0,0,50,0
98571,NA,NA,NA,NA,NA
98572,200,40,40,30,0
98573,NA,NA,NA,NA,NA
98574,200,20,40,214,214
98575,600,100,200,100,20
98576,642,0,0,120,0
98577,600,0,200,214,50
98578,0,0,0,20,0
98579,300,0,200,100,0
98580,50,0,214,171,120
98581,428,107,98,50,10
98582,750,0,185,57,28
98583,200,0,200,100,0
98584,80,0,400,100,40
98585,100,0,75,60,0
98586,400,0,0,321,10
98587,NA,NA,NA,NA,NA
98588,600,175,42,171,0
98589,200,60,70,30,0
98590,0,0,0,1285,0
98591,311,0,0,100,0
98592,30,0,0,0,9
98593,100,0,50,100,0
98594,535,0,300,500,0
98595,600,0,200,150,0
98596,500,300,0,500,0
98597,NA,NA,NA,NA,NA
98598,200,0,150,10,0
98599,250,0,30,0,20
98600,NA,NA,NA,NA,NA
98601,428,0,60,100,0
98602,50,0,90,30,0
98603,857,85,0,600,128
98604,428,21,171,707,0
98605,300,0,0,50,0
98606,200,60,0,80,0
98607,750,0,0,1071,0
98608,500,0,150,100,0
98609,857,64,0,642,128
98610,100,20,20,68,0
98611,300,20,50,64,0
98612,500,0,100,100,0
98613,300,0,0,200,0
98614,NA,NA,NA,NA,NA
98615,150,0,40,30,0
98616,342,0,214,350,40
98617,20,0,27,10,20
98618,300,0,250,150,0
98619,450,0,0,200,0
98620,800,300,100,100,0
98621,650,0,0,0,0
98622,350,30,30,25,0
98623,200,50,0,150,80
98624,200,50,0,171,107
98625,800,80,20,60,0
98626,400,100,0,42,0
98627,428,0,128,50,0
98628,771,0,257,250,0
98629,0,0,500,150,0
98630,300,0,0,50,50
98631,600,0,30,400,100
98632,NA,NA,NA,NA,NA
98633,535,64,20,250,0
98634,700,0,150,75,30
98635,300,100,200,100,200
98636,600,100,300,60,40
98637,171,0,0,0,0
98638,999999,999999,0,50,0
98639,400,0,50,35,0
98640,400,0,0,200,0
98641,999999,999999,999999,100,20
98642,857,85,100,171,0
98643,550,0,75,65,40
98644,800,0,80,200,0
98645,150,0,150,50,0
98646,300,0,642,257,0
98647,642,0,100,500,200
98648,200,150,999999,40,0
98649,428,42,150,84,9
98650,777777,777777,777777,777777,0
98651,400,0,60,85,0
98652,857,0,857,0,0
98653,200,0,30,100,20
98654,257,0,214,171,0
98655,300,0,50,999999,999999
98656,200,0,200,50,200
98657,999999,999999,999999,642,0
98658,642,0,0,150,64
98659,200,30,100,200,60
98660,500,0,0,650,0
98661,200,40,100,50,20
98662,428,0,0,107,0
98663,450,0,0,50,0
98664,1071,0,0,728,0
98665,NA,NA,NA,NA,NA
98666,642,60,110,171,35
98667,200,35,0,100,0
98668,800,50,0,150,40
98669,150,0,50,200,0
98670,700,100,150,100,100
98671,0,0,300,25,15
98672,857,214,0,214,0
98673,800,0,100,664,0
98674,900,200,300,0,20
98675,300,0,100,300,0
98676,350,0,0,0,0
98677,92,0,0,50,15
98678,857,0,300,300,0
98679,999999,999999,999999,999999,999999
98680,300,50,40,80,60
98681,200,0,0,999999,0
98682,857,0,428,999999,428
98683,NA,NA,NA,NA,NA
98684,700,100,0,200,0
98685,80,0,0,0,0
98686,500,0,30,80,0
98687,300,0,0,120,0
98688,550,0,150,50,0
98689,300,0,100,50,0
98690,257,64,0,10,750
98691,400,0,200,600,150
98692,500,50,50,214,25
98693,857,80,0,0,0
98694,107,0,428,300,0
98695,100,0,0,509,50
98696,600,100,0,80,0
98697,800,100,125,125,0
98698,200,75,200,200,50
98699,800,0,999999,0,0
98700,300,0,0,200,0
98701,321,34,34,20,0
98702,500,0,214,150,20
98703,200,50,0,85,0
98704,400,0,180,20,0
98705,300,0,0,150,0
98706,400,0,0,100,0
98707,250,0,0,40,0
98708,428,128,85,42,20
98709,400,0,100,257,0
98710,NA,NA,NA,NA,NA
98711,200,0,100,100,999999
98712,535,257,0,2000,0
98713,17,0,220,0,0
98714,428,0,85,192,NA
98715,2500,500,250,3000,0
98716,NA,NA,NA,NA,NA
98717,428,64,321,0,0
98718,300,100,0,0,0
98719,857,0,214,150,0
98720,600,100,0,80,0
98721,150,0,150,40,30
98722,500,0,100,50,0
98723,428,25,100,30,20
98724,NA,NA,NA,NA,NA
98725,200,0,0,200,100
98726,500,100,125,200,50
98727,800,100,200,200,0
98728,300,0,257,0,0
98729,700,200,200,200,0
98730,300,0,400,200,40
98731,90,0,0,40,40
98732,700,200,999999,75,50
98733,700,0,0,100,0
98734,240,120,100,0,400
98735,500,100,50,120,50
98736,700,0,0,40,0
98737,428,0,85,200,20
98738,771,0,64,100,0
98739,250,0,200,150,0
98740,300,0,700,100,80
98741,500,75,0,50,0
98742,900,0,200,200,0
98743,500,0,500,300,0
98744,NA,NA,NA,NA,NA
98745,175,15,20,85,85
98746,600,200,107,100,150
98747,200,0,0,128,0
98748,150,0,50,85,0
98749,85,42,0,100,100
98750,700,100,50,120,0
98751,500,0,428,300,0
98752,200,0,150,300,0
98753,450,20,0,100,0
98754,600,0,200,0,0
98755,160,0,0,50,10
98756,75,0,0,16,0
98757,1000,400,400,500,100
98758,1200,30,0,200,0
98759,190,0,600,192,0
98760,350,0,120,100,20
98761,500,0,0,200,0
98762,250,0,214,100,0
98763,300,0,50,999999,999999
98764,200,0,100,50,50
98765,700,0,0,40,0
98766,1200,0,999999,999999,999999
98767,800,0,0,200,0
98768,300,25,0,0,0
98769,1500,0,500,200,0
98770,300,50,0,200,0
98771,1028,0,128,300,0
98772,450,200,450,0,560
98773,428,0,342,0,171
98774,1285,0,500,250,0
98775,60,0,0,40,0
98776,857,85,100,171,0
98777,1714,214,0,10,999999
98778,400,0,120,200,0
98779,642,128,857,0,0
98780,550,0,0,0,0
98781,150,40,150,200,25
98782,250,0,100,214,30
98783,300,60,100,20,0
98784,300,0,10,42,0
98785,200,0,50,50,0
98786,1000,150,0,30,0
98787,400,NA,150,100,0
98788,450,150,200,200,0
98789,NA,NA,NA,NA,NA
98790,857,0,0,80,0
98791,428,0,70,100,0
98792,668,0,300,0,0
98793,1285,0,428,342,0
98794,600,0,0,200,0
98795,500,0,150,100,0
98796,NA,NA,NA,NA,NA
98797,100,100,400,200,30
98798,600,100,500,128,0
98799,250,0,100,70,0
98800,300,0,200,428,50
98801,120,0,330,50,0
98802,1714,214,0,10,999999
98803,NA,NA,NA,NA,NA
98804,500,199,100,150,0
98805,500,100,500,300,150
98806,257,0,85,171,0
98807,857,85,0,300,0
98808,600,0,0,400,250
98809,500,0,50,200,0
98810,500,100,0,100,65
98811,0,0,600,100,0
98812,600,0,1000,400,128
98813,NA,NA,NA,NA,NA
98814,350,50,100,200,50
98815,64,0,428,342,0
98816,900,200,300,0,20
98817,999999,999999,999999,999999,999999
98818,642,0,200,214,0
98819,100,0,50,5,0
98820,857,257,50,214,85
98821,900,0,300,50,0
98822,550,40,100,250,0
98823,540,0,500,520,0
98824,75,0,500,40,0
98825,NA,NA,NA,NA,NA
98826,400,20,100,100,100
98827,300,40,0,40,0
98828,0,0,300,150,60
98829,535,0,300,500,0
98830,0,0,350,38,0
98831,642,0,0,214,0
98832,180,0,20,50,40
98833,200,50,0,80,0
98834,250,50,0,5,0
98835,400,80,500,200,200
98836,NA,NA,NA,NA,NA
98837,500,150,100,200,100
98838,214,42,42,0,0
98839,200,0,70,30,0
98840,400,0,0,0,0
98841,700,0,200,100,50
98842,400,50,100,50,0
98843,200,20,0,0,0
98844,250,0,40,30,0
98845,214,0,1500,100,0
98846,200,100,40,0,0
98847,428,214,50,50,25
98848,85,0,0,0,0
98849,200,50,300,200,30
98850,500,0,50,999999,0
98851,200,80,70,100,25
98852,300,0,100,150,50
98853,321,42,85,128,0
98854,771,0,257,250,0
98855,250,85,64,150,30
98856,500,40,0,82,0
98857,400,0,50,50,0
98858,160,0,0,85,0
98859,400,70,0,128,0
98860,900,0,0,0,0
98861,257,0,214,342,0
98862,600,0,0,100,0
98863,500,100,0,128,40
98864,NA,NA,NA,NA,NA
98865,999999,999999,42,400,0
98866,171,42,85,100,42
98867,214,0,85,100,0
98868,250,0,100,214,30
98869,100,0,40,20,0
98870,400,0,250,100,0
98871,400,0,100,20,0
98872,300,0,30,100,30
98873,800,0,100,100,50
98874,200,200,400,150,0
98875,700,0,400,200,100
98876,150,0,40,40,0
98877,1714,214,428,428,0
98878,728,60,428,214,30
98879,600,100,10,50,50
98880,999999,999999,999999,999999,0
98881,800,0,0,0,0
98882,352,0,20,0,0
98883,999999,999999,300,999999,0
98884,150,0,50,171,30
98885,240,0,90,30,30
98886,857,0,1285,150,60
98887,150,15,999999,85,25
98888,300,100,0,30,40
98889,857,0,857,25,0
98890,1285,0,857,428,171
98891,550,0,0,70,0
98892,200,55,0,100,0
98893,428,21,342,100,0
98894,857,0,1285,150,60
98895,940,0,0,400,216
98896,300,0,0,420,0
98897,128,0,642,50,20
98898,999999,NA,999999,999999,999999
98899,150,0,400,40,0
98900,0,0,0,100,0
98901,300,40,30,60,30
98902,300,0,150,350,150
98903,428,0,60,40,0
98904,750,125,125,1000,50
98905,29,0,0,0,0
98906,857,214,428,642,0
98907,428,85,128,1071,0
98908,1200,200,150,200,0
98909,200,0,200,60,30
98910,1500,0,200,100,0
98911,700,0,0,100,0
98912,1071,150,0,0,428
98913,642,107,107,428,0
98914,150,40,0,50,0
98915,700,0,400,100,30
98916,300,50,200,100,0
98917,214,0,200,200,75
98918,NA,NA,NA,NA,NA
98919,771,0,64,100,0
98920,600,0,600,150,0
98921,400,60,0,200,0
98922,40,0,0,1200,0
98923,200,0,200,40,0
98924,1000,100,0,5,0
98925,500,200,400,999999,100
98926,428,0,364,100,0
98927,1000,0,400,250,0
98928,999999,999999,0,0,0
98929,857,50,100,200,0
98930,500,0,200,0,150
98931,100,35,40,60,20
98932,300,0,0,420,0
98933,800,0,100,100,30
98934,1071,80,50,321,0
98935,214,0,42,40,50
98936,400,50,100,50,30
98937,600,0,200,50,60
98938,214,0,107,214,42
98939,NA,NA,NA,NA,NA
98940,600,0,200,0,0
98941,120,0,0,150,0
98942,200,0,50,50,0
98943,500,0,400,200,100
98944,150,30,0,35,10
98945,500,0,0,100,107
98946,240,60,50,0,0
98947,600,0,0,200,0
98948,200,0,857,428,100
98949,200,0,200,300,428
98950,20,0,700,1250,32
98951,150,50,80,40,0
98952,642,20,0,428,0
98953,857,342,0,50,50
98954,NA,NA,NA,NA,NA
98955,428,0,300,100,30
98956,0,0,600,300,40
98957,400,80,50,25,0
98958,200,0,50,50,0
98959,257,0,85,171,0
98960,700,0,400,100,30
98961,428,0,400,428,0
98962,225,128,100,50,0
98963,857,214,321,214,0
98964,200,0,40,49,0
98965,450,75,0,100,50
98966,NA,NA,NA,NA,NA
98967,20,0,700,1250,32
98968,600,15,80,200,0
98969,500,0,50,999999,0
98970,300,0,50,999999,999999
98971,504,0,100,100,100
98972,280,30,50,100,0
98973,900,200,300,300,0
98974,800,200,100,100,0
98975,700,100,400,150,50
98976,1000,0,0,700,500
98977,NA,NA,NA,NA,NA
98978,540,0,500,520,0
98979,240,40,150,200,0
98980,857,0,300,642,0
98981,500,0,200,30,0
98982,428,0,100,150,80
98983,93,20,0,0,0
98984,999999,999999,300,0,0
98985,500,0,150,300,0
98986,700,0,330,80,0
98987,600,0,200,200,100
98988,400,50,0,100,0
98989,200,0,20,20,0
98990,585,0,200,60,50
98991,750,0,214,350,75
98992,300,0,100,200,75
98993,400,150,700,100,0
98994,250,0,100,350,0
98995,800,130,25,250,60
98996,250,40,40,50,0
98997,450,50,250,25,0
98998,400,0,100,20,0
98999,999999,999999,0,0,0
99000,557,64,300,278,278
99001,400,50,200,500,0
99002,500,0,160,85,0
99003,350,20,30,40,0
99004,284,0,20,6,0
99005,642,0,107,100,50
99006,0,0,500,171,0
99007,450,65,0,25,0
99008,400,200,0,300,200
99009,500,0,250,200,0
99010,300,0,0,120,0
99011,500,50,50,999999,0
99012,400,0,200,600,150
99013,535,42,300,171,15
99014,400,50,120,150,22
99015,200,171,192,128,90
99016,642,0,500,200,50
99017,525,50,0,125,0
99018,321,0,321,214,0
99019,160,50,0,15,0
99020,300,0,0,100,0
99021,450,0,0,50,0
99022,250,0,214,0,0
99023,342,85,120,350,100
99024,685,85,100,300,0
99025,800,100,400,1000,200
99026,500,100,50,100,0
99027,1500,0,250,150,0
99028,0,0,400,0,0
99029,400,0,0,100,85
99030,500,100,0,140,35
99031,200,0,300,30,0
99032,600,150,300,300,0
99033,200,40,50,40,20
99034,857,0,214,150,0
99035,400,0,200,200,0
99036,300,0,200,300,125
99037,NA,NA,NA,NA,NA
99038,500,0,20,30,10
99039,500,0,200,100,50
99040,1285,0,100,150,50
99041,NA,NA,NA,NA,NA
99042,194,0,10,0,0
99043,300,80,0,25,20
99044,100,0,100,30,7
99045,500,100,500,20,0
99046,500,0,0,200,0
99047,50,0,30,30,0
99048,857,428,857,428,300
99049,400,0,40,65,100
99050,NA,NA,NA,NA,NA
99051,761,0,0,0,0
99052,300,70,50,400,160
99053,350,100,0,150,300
99054,800,100,20,80,0
99055,350,0,50,25,25
99056,50,10,64,0,10
99057,NA,NA,NA,NA,NA
99058,300,0,642,20,0
99059,600,50,100,642,0
99060,214,20,214,710,0
99061,800,0,0,0,0
99062,321,0,128,40,40
99063,428,42,85,100,40
99064,160,0,0,0,0
99065,400,80,300,85,85
99066,514,0,0,42,0
99067,600,100,0,100,0
99068,400,20,0,25,0
99069,70,5,10,0,0
99070,257,0,0,64,0
99071,300,0,200,300,125
99072,20,0,500,9,40
99073,300,0,200,150,0
99074,308,20,0,5,0
99075,800,0,200,200,0
99076,250,0,100,150,40
99077,642,0,0,120,0
99078,214,85,514,85,15
99079,720,0,200,0,0
99080,1200,50,0,400,0
99081,150,0,150,40,30
99082,535,64,20,250,0
99083,100,64,0,80,0
99084,1000,40,200,100,100
99085,700,0,0,30,0
99086,1071,0,400,225,100
99087,171,85,0,20,0
99088,250,0,50,514,250
99089,60,0,10,100,0
99090,400,0,0,0,0
99091,600,0,257,428,300
99092,200,25,200,100,0
99093,600,175,42,171,0
99094,250,0,250,75,0
99095,300,0,200,550,60
99096,500,200,200,400,150
99097,350,75,125,60,25
99098,150,0,200,150,0
99099,600,200,300,300,0
99100,240,0,40,0,0
99101,400,0,60,400,200
99102,857,428,257,257,214
99103,800,0,350,250,40
99104,300,20,100,400,30
99105,1500,0,500,200,0
99106,0,0,900,160,0
99107,428,200,1100,300,0
99108,3428,600,428,214,214
99109,1000,100,400,642,214
99110,300,0,171,50,25
99111,543,0,128,214,60
99112,300,0,200,428,50
99113,200,60,50,0,0
99114,NA,NA,NA,NA,NA
99115,500,100,20,0,11
99116,800,0,100,800,0
99117,857,0,0,200,0
99118,1071,0,214,200,0
99119,257,0,214,342,0
99120,300,0,200,300,125
99121,685,80,0,514,0
99122,NA,NA,NA,NA,NA
99123,1714,214,428,0,50
99124,300,40,300,200,0
99125,857,0,300,400,428
99126,428,0,428,154,0
99127,200,0,0,0,0
99128,NA,NA,NA,NA,NA
99129,300,0,100,100,200
99130,250,0,0,40,0
99131,125,0,0,0,0
99132,300,25,30,30,0
99133,21,0,107,240,0
99134,0,0,80,0,0
99135,80,25,30,214,0
99136,160,30,85,80,60
99137,400,0,100,20,0
99138,200,0,50,25,40
99139,1500,0,250,150,0
99140,250,30,20,50,0
99141,600,0,0,100,0
99142,1000,200,0,100,0
99143,400,50,200,70,0
99144,250,50,60,214,214
99145,400,0,200,200,50
99146,800,0,100,100,50
99147,0,0,800,100,85
99148,0,0,300,0,10
99149,700,0,330,80,0
99150,NA,NA,NA,NA,NA
99151,50,15,20,10,11
99152,214,0,42,128,107
99153,0,0,200,0,60
99154,200,0,100,150,0
99155,400,0,107,100,75
99156,500,100,100,200,0
99157,600,100,0,200,100
99158,NA,NA,NA,NA,NA
99159,400,0,300,214,214
99160,300,0,150,0,150
99161,1000,0,0,171,0
99162,400,0,0,150,70
99163,450,0,0,100,25
99164,857,85,100,171,0
99165,300,0,199,300,0
99166,150,0,200,80,0
99167,100,0,500,100,30
99168,NA,NA,NA,NA,NA
99169,NA,NA,NA,NA,NA
99170,642,0,60,1071,0
99171,642,428,214,300,0
99172,300,0,10,20,20
99173,300,257,0,200,0
99174,999999,999999,300,999999,0
99175,150,0,50,0,20
99176,600,0,75,600,400
99177,250,0,20,0,0
99178,100,25,100,50,35
99179,1000,0,50,125,125
99180,450,120,80,160,30
99181,268,0,20,60,15
99182,642,0,500,200,50
99183,300,100,0,40,20
99184,500,100,500,1000,0
99185,1071,364,642,0,0
99186,857,214,200,50,0
99187,0,0,0,0,0
99188,600,200,0,0,0
99189,500,0,300,214,85
99190,300,0,0,342,0
99191,300,50,20,0,0
99192,50,0,100,50,15
99193,1285,857,857,100,0
99194,300,40,0,428,171
99195,NA,NA,NA,NA,NA
99196,450,0,0,50,0
99197,0,0,514,171,214
99198,150,0,200,150,0
99199,857,0,1285,150,60
99200,550,110,70,40,60
99201,500,100,300,200,0
99202,1000,100,0,20,0
99203,500,0,50,700,100
99204,514,0,200,50,85
99205,200,0,400,250,20
99206,600,100,0,70,0
99207,200,0,150,50,20
99208,428,0,428,428,0
99209,857,0,1285,150,60
99210,200,0,8,100,0
99211,400,0,200,80,50
99212,250,0,30,60,0
99213,750,0,0,65,90
99214,350,0,100,150,40
99215,300,0,150,500,100
99216,1285,0,214,214,214
99217,728,0,120,40,30
99218,685,80,0,514,0
99219,500,0,200,150,0
99220,300,0,50,0,0
99221,100,10,10,85,0
99222,0,0,0,1285,0
99223,750,0,100,100,40
99224,300,0,200,50,100
99225,728,0,120,40,30
99226,500,0,0,60,0
99227,0,0,150,300,150
99228,300,100,20,100,25
99229,625,150,50,40,40
99230,200,30,100,0,30
99231,1285,171,0,700,0
99232,300,40,0,40,0
99233,250,0,0,80,0
99234,100,0,500,100,0
99235,0,0,0,0,0
99236,400,0,150,50,0
99237,600,100,500,128,0
99238,500,85,400,200,50
99239,117,0,26,41,0
99240,NA,NA,NA,NA,NA
99241,150,55,40,30,20
99242,857,0,342,428,0
99243,1500,300,0,300,0
99244,400,0,214,200,40
99245,350,0,100,150,40
99246,500,30,60,192,80
99247,500,0,0,100,0
99248,300,0,150,0,0
99249,200,0,600,100,0
99250,600,0,0,100,0
99251,642,0,0,500,0
99252,350,100,0,150,300
99253,400,0,400,350,0
99254,500,0,500,200,100
99255,300,0,150,125,60
99256,342,42,85,40,0
99257,1500,300,0,300,0
99258,300,0,199,300,0
99259,400,0,200,100,0
99260,200,50,0,150,80
99261,400,100,100,100,0
99262,150,0,0,0,0
99263,250,0,150,50,0
99264,550,0,0,150,40
99265,257,0,257,150,0
99266,600,0,150,75,0
99267,450,0,0,428,642
99268,600,0,0,20,0
99269,300,40,20,30,30
99270,500,200,500,200,40
99271,350,0,100,100,0
99272,3000,400,600,999999,999999
99273,500,0,0,428,0
99274,500,50,500,107,25
99275,642,0,321,120,0
99276,700,0,40,40,0
99277,100,0,100,0,0
99278,300,0,100,200,25
99279,400,0,200,1000,300
99280,450,100,150,100,0
99281,230,0,171,100,85
99282,642,0,257,128,0
99283,857,20,85,500,0
99284,260,0,160,0,0
99285,107,30,34,128,64
99286,857,0,0,214,0
99287,500,150,150,428,0
99288,NA,NA,NA,NA,NA
99289,160,50,0,100,0
99290,350,0,100,50,20
99291,150,0,0,107,107
99292,642,0,0,0,0
99293,110,25,0,0,0
99294,257,0,107,40,0
99295,642,0,471,257,60
99296,100,0,100,15,10
99297,400,25,0,30,20
99298,320,60,80,150,50
99299,0,0,73,0,0
99300,60,0,560,100,38
99301,NA,NA,NA,NA,NA
99302,700,30,30,140,20
99303,150,30,0,0,80
99304,771,0,250,250,0
99305,857,0,150,200,128
99306,1000,100,200,300,0
99307,1200,150,0,150,20
99308,0,0,85,30,40
99309,750,200,200,0,150
99310,119,0,0,10,0
99311,999999,999999,999999,999999,0
99312,250,25,0,214,85
99313,456,150,15,45,0
99314,600,0,0,50,0
99315,428,25,25,50,0
99316,1500,0,50,70,6
99317,NA,NA,NA,NA,NA
99318,325,0,325,0,0
99319,650,150,214,200,0
99320,200,20,0,70,0
99321,1285,0,500,342,0
99322,70,0,0,50,150
99323,1000,200,200,250,0
99324,200,0,0,40,0
99325,NA,NA,NA,NA,NA
99326,323,0,200,60,50
99327,300,70,190,60,0
99328,0,0,900,214,0
99329,400,0,200,0,0
99330,500,0,100,100,0
99331,600,0,0,100,120
99332,400,100,0,999999,25
99333,428,0,85,45,257
99334,700,300,500,400,0
99335,650,150,214,200,0
99336,300,0,50,100,0
99337,650,100,250,100,100
99338,300,0,100,150,0
99339,514,0,428,50,0
99340,200,70,257,70,0
99341,400,0,50,214,0
99342,800,0,50,300,0
99343,500,0,150,0,0
99344,857,0,0,100,0
99345,428,0,428,642,257
99346,200,0,0,250,100
99347,500,40,0,82,0
99348,642,128,0,0,0
99349,600,0,0,400,250
99350,250,0,0,0,0
99351,300,0,200,80,30
99352,500,85,400,200,50
99353,500,0,50,200,200
99354,100,0,0,0,30
99355,428,171,125,300,100
99356,642,0,642,300,0
99357,100,0,500,40,0
99358,642,0,642,300,0
99359,300,0,200,150,0
99360,600,60,720,130,0
99361,0,0,373,50,0
99362,425,50,20,0,20
99363,250,0,200,300,100
99364,300,50,120,100,0
99365,500,75,250,0,45
99366,200,0,50,400,200
99367,428,107,0,51,0
99368,700,0,300,1000,100
99369,60,0,560,100,38
99370,200,0,150,50,20
99371,428,0,60,428,171
99372,150,0,150,25,75
99373,600,0,85,50,0
99374,128,42,0,30,0
99375,300,0,64,100,50
99376,600,0,200,100,50
99377,500,428,0,200,171
